,area_type,availability,size,total_sqft,bath,balcony,price,Electronic City,Hebbal,Kanakpura Road,Marathahalli,Raja Rajeshwari Nagar,Sarjapur  Road,Thanisandra,Uttarahalli,Whitefield,Yelahanka
3374,1,0,2,1035.0,2.0,1.0,41.43,0,0,0,0,0,0,0,0,0,0
3375,1,1,3,2400.0,2.0,1.0,150.0,0,0,0,0,0,0,0,0,0,0
3376,1,1,1,460.0,1.0,1.0,21.0,0,0,0,0,0,0,0,0,0,0
3377,1,1,5,950.0,5.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0
3378,1,1,2,1285.0,2.0,2.0,55.9,0,0,0,0,0,0,0,0,1,0
3379,1,1,19,2000.0,16.0,2.0,490.0,0,0,0,0,0,0,0,0,0,0
3380,3,1,3,1200.0,3.0,2.0,78.0,0,0,0,0,0,0,0,0,0,0
3381,2,1,2,1070.0,2.0,1.0,35.0,0,0,0,0,0,0,0,0,0,0
3382,1,1,3,1801.0,3.0,2.0,140.0,0,0,0,0,0,0,0,0,0,0
3383,1,0,3,1697.0,3.0,2.0,115.0,0,0,0,0,0,0,0,0,1,0
3384,1,1,2,1199.0,2.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
3385,1,1,3,2300.0,3.0,1.0,220.0,0,0,0,0,0,0,0,0,0,0
3386,1,1,3,1340.0,2.0,3.0,64.31,0,0,0,0,0,0,0,0,0,0
3387,1,1,4,3800.0,4.0,3.0,205.0,0,0,0,1,0,0,0,0,0,0
3388,3,1,5,600.0,5.0,2.0,50.0,0,0,0,0,0,0,0,0,0,0
3389,1,1,2,1125.0,2.0,1.0,75.0,0,0,0,0,0,0,0,0,0,0
3390,3,1,2,1200.0,2.0,1.0,67.0,0,0,0,0,0,0,0,0,0,0
3391,2,1,2,1050.0,2.0,3.0,41.0,0,0,0,0,0,0,0,0,0,0
3392,2,1,2,956.0,2.0,1.0,49.0,0,0,0,0,0,0,0,0,0,0
3393,1,1,2,1000.0,2.0,2.0,30.0,0,0,0,0,0,0,0,0,0,0
3394,2,1,3,1596.0,3.0,0.0,95.0,0,0,0,0,0,0,0,0,0,0
3395,3,1,6,1200.0,5.0,1.0,150.0,0,0,0,0,0,0,0,0,0,0
3396,1,0,2,1296.0,2.0,3.0,89.06,0,0,1,0,0,0,0,0,0,0
3397,3,1,6,1200.0,7.0,2.0,170.0,0,0,0,0,0,0,0,0,0,0
3398,2,1,3,1639.0,3.0,3.0,123.0,0,0,0,0,0,0,0,0,0,0
3399,1,1,2,1219.0,2.0,1.0,61.25,0,0,0,0,0,0,0,0,0,0
3400,2,1,3,1200.0,3.0,1.0,50.0,0,0,0,0,0,0,0,1,0,0
3401,1,1,2,1218.0,2.0,1.0,73.0,0,0,0,0,0,0,0,0,0,0
3402,1,1,2,920.0,2.0,3.0,37.0,0,0,0,0,0,0,0,0,0,0
3403,1,1,3,2559.0,3.0,2.0,141.0,0,0,0,0,0,0,0,0,0,0
3404,1,0,1,525.0,1.0,1.0,26.0,0,0,0,0,0,0,0,0,0,0
3405,1,0,3,1427.0,2.0,2.0,48.51,0,0,0,0,0,0,0,0,0,0
3406,1,0,3,1270.0,3.0,2.0,45.0,0,0,0,0,0,0,0,0,0,0
3407,2,1,2,920.0,2.0,3.0,65.0,0,0,0,0,0,0,0,0,0,0
3408,2,1,4,2700.0,3.0,2.0,68.0,0,0,0,0,0,0,0,0,0,0
3409,1,1,3,1740.0,3.0,2.0,199.0,0,0,0,0,0,0,0,0,0,0
3410,2,1,3,1355.0,2.0,2.0,40.0,0,0,0,0,0,0,0,0,0,0
3411,1,1,3,1530.0,2.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0
3412,4,1,3,1372.0,2.0,1.0,90.0,0,0,0,0,0,0,0,0,0,0
3413,1,1,4,2363.0,5.0,2.0,120.0,0,0,0,0,0,0,0,0,0,0
3414,1,1,4,3895.0,4.0,3.0,220.0,0,0,0,1,0,0,0,0,0,0
3415,1,0,3,1950.0,3.0,2.0,131.0,0,0,0,0,0,0,0,0,0,0
3416,2,1,2,885.0,2.0,3.0,40.0,0,0,0,0,0,0,0,0,0,0
3417,2,1,2,600.0,2.0,2.0,27.0,0,0,0,0,0,0,0,0,0,1
3418,3,1,5,1270.0,4.0,1.0,128.0,0,0,0,0,0,0,0,0,0,0
3419,3,1,2,1380.0,2.0,0.0,225.0,0,0,0,0,0,0,0,0,0,0
3420,1,1,2,1339.0,2.0,2.0,62.0,0,0,1,0,0,0,0,0,0,0
3421,1,1,2,1130.0,2.0,1.0,36.0,0,0,0,0,0,0,0,0,1,0
3422,2,1,2,1085.0,2.0,2.0,43.0,0,0,0,0,0,0,0,1,0,0
3423,2,1,3,1430.0,3.0,2.0,72.0,0,0,0,0,0,0,0,0,0,0
3424,4,0,4,1451.5,4.0,1.0,121.0,0,0,0,0,0,0,0,0,0,0
3425,1,1,5,6200.0,5.0,2.0,720.0,0,0,0,0,0,0,0,0,0,0
3426,1,1,3,1490.0,2.0,1.0,59.6,0,0,0,0,0,0,0,0,0,0
3427,2,1,4,1650.0,4.0,0.0,99.0,0,0,0,0,0,0,0,0,0,0
3428,1,1,2,1286.0,2.0,2.0,57.0,0,0,0,0,0,0,0,0,0,0
3429,2,1,2,925.0,2.0,2.0,63.0,0,0,0,0,0,0,0,0,0,0
3430,1,1,4,3016.0,4.0,3.0,230.0,0,0,0,0,0,0,0,0,0,0
3431,2,1,2,1000.0,2.0,2.0,44.0,0,0,0,0,0,0,0,0,0,0
3432,1,1,2,1215.0,2.0,2.0,39.0,0,0,0,0,0,0,0,0,1,0
3433,3,1,4,1200.0,3.0,1.0,95.0,0,0,0,0,0,0,0,0,0,0
3434,1,1,2,1336.0,2.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0
3435,1,1,1,673.0,1.0,1.0,36.85,0,0,0,0,0,0,0,0,0,0
3436,3,1,2,1200.0,2.0,1.0,58.0,0,0,0,0,0,0,0,0,0,0
3437,3,1,6,600.0,7.0,2.0,63.0,0,0,0,0,0,0,0,0,0,0
3438,1,1,3,1600.0,3.0,3.0,160.0,0,0,0,0,0,0,0,0,0,0
3439,3,1,2,1200.0,2.0,0.0,79.0,0,0,0,0,0,0,0,0,0,0
3440,3,1,6,2480.0,4.0,1.0,750.0,0,0,0,0,0,0,0,0,0,0
3441,1,0,3,2500.0,3.0,2.0,270.0,0,0,0,0,0,0,0,0,0,0
3442,3,1,5,2400.0,5.0,3.0,100.0,0,0,0,0,0,0,0,0,0,0
3443,1,1,2,1143.0,2.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
3444,1,1,2,1470.0,2.0,2.0,61.74,0,0,1,0,0,0,0,0,0,0
3445,3,1,4,1584.0,3.0,2.0,145.0,0,0,0,0,0,0,0,0,0,0
3446,1,1,3,1785.0,3.0,2.0,94.0,0,0,0,1,0,0,0,0,0,0
3447,1,1,3,2292.0,3.0,2.0,286.0,0,0,0,0,0,0,0,0,0,0
3448,1,1,3,1460.0,3.0,3.0,71.0,0,0,0,0,0,0,0,0,0,0
3449,1,1,3,1500.0,2.0,3.0,80.0,0,0,0,0,0,0,0,0,0,0
3450,3,1,5,1200.0,4.0,1.0,140.0,0,0,0,0,0,0,0,0,0,1
3451,2,1,5,3300.0,3.0,2.0,250.0,0,0,0,0,0,0,0,0,0,0
3452,1,1,2,1230.0,2.0,2.0,48.0,0,0,0,0,0,0,0,0,0,0
3453,1,1,1,650.0,1.0,1.0,20.0,0,0,0,0,0,0,0,0,0,0
3454,1,1,2,1480.0,2.0,2.0,120.0,0,0,0,0,0,0,0,0,0,0
3455,1,1,2,1220.0,2.0,1.0,43.92,0,0,0,0,0,0,1,0,0,0
3456,1,1,3,1570.0,3.0,1.0,115.0,0,0,0,0,0,0,0,0,0,0
3457,2,1,3,3000.0,3.0,3.0,400.0,0,0,0,0,0,0,0,0,0,0
3458,1,1,3,1665.0,3.0,2.0,86.91,0,0,0,0,0,0,0,0,0,0
3459,3,1,3,1350.0,3.0,1.0,380.0,0,0,0,0,0,0,0,0,0,0
3460,3,1,4,4000.0,5.0,2.0,600.0,0,0,0,0,0,1,0,0,0,0
3461,3,1,2,1100.0,2.0,0.0,68.0,0,0,0,0,0,0,0,0,0,0
3462,1,1,3,1350.0,2.0,1.0,87.01,0,0,0,0,0,0,0,0,0,0
3463,2,1,3,1719.0,3.0,2.0,116.0,0,0,0,0,0,0,0,0,0,0
3464,1,1,1,664.0,1.0,1.0,35.0,0,0,0,0,0,0,0,0,0,0
3465,1,0,2,1011.0,2.0,1.0,50.53,0,0,0,0,0,0,0,0,0,0
3466,2,1,6,2400.0,6.0,0.0,130.0,0,0,0,0,0,0,0,0,0,0
3467,1,1,3,1680.0,3.0,2.0,85.0,0,0,0,0,0,0,0,0,0,0
3468,1,1,2,717.0,2.0,0.0,49.475,0,0,0,0,0,0,0,0,0,0
3469,3,1,4,700.0,4.0,2.0,110.0,0,0,0,0,0,0,0,0,0,0
3470,1,1,3,1520.0,2.0,2.0,150.0,0,0,0,0,0,0,0,0,1,0
3471,4,1,3,1350.0,2.0,2.0,53.0,0,0,0,0,0,0,0,1,0,0
3472,1,0,3,1760.0,3.0,2.0,150.0,0,0,0,0,0,0,0,0,0,0
3473,1,1,2,875.0,2.0,1.0,33.0,0,0,0,0,0,0,0,0,0,0
3474,1,1,2,1231.0,2.0,2.0,48.0,0,0,0,0,0,0,0,0,0,0
3475,1,1,2,1174.0,2.0,3.0,74.0,0,0,0,0,0,0,0,0,0,0
3476,2,1,3,1560.0,3.0,3.0,75.0,0,0,0,0,0,0,0,0,0,0
3477,1,1,2,1464.0,2.0,2.0,56.0,0,0,0,0,0,0,0,0,0,0
3478,3,1,3,2200.0,3.0,2.0,130.0,0,0,1,0,0,0,0,0,0,0
3479,2,1,2,850.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0
3480,2,1,3,1750.0,3.0,1.0,180.0,0,0,0,0,0,0,0,0,0,0
3481,1,1,3,2024.0,3.0,2.0,157.0,0,0,0,0,0,0,0,0,0,0
3482,3,1,2,1500.0,1.0,0.0,160.0,0,0,0,0,0,0,0,0,0,0
3483,3,1,6,2100.0,6.0,2.0,275.0,0,0,0,0,0,0,0,0,0,0
3484,1,1,3,2408.0,4.0,2.0,260.0,0,0,0,0,0,0,0,0,0,0
3485,1,1,2,1080.0,2.0,1.0,44.0,0,0,0,0,0,0,0,0,0,0
3486,1,1,3,2070.0,3.0,2.0,225.0,0,0,0,0,0,0,0,0,0,0
3487,2,0,2,1020.0,2.0,1.0,29.46,1,0,0,0,0,0,0,0,0,0
3488,1,1,3,1500.0,2.0,3.0,55.0,0,0,0,0,0,0,0,0,0,0
3489,3,1,4,1575.0,5.0,1.0,158.0,0,0,0,0,0,0,0,0,0,0
3490,3,1,4,3250.0,4.0,1.0,180.0,0,0,0,0,0,0,0,0,0,0
3491,1,1,2,1175.0,2.0,1.0,47.0,0,0,0,0,0,0,0,1,0,0
3492,1,1,2,1030.0,2.0,1.0,34.5,0,0,0,0,0,0,0,0,0,0
3493,1,0,2,1440.0,2.0,1.0,115.0,0,1,0,0,0,0,0,0,0,0
3494,2,1,2,1500.0,2.0,1.0,84.0,0,0,0,0,0,0,0,0,0,0
3495,3,1,1,1380.0,1.0,1.0,62.1,0,0,0,0,0,0,1,0,0,0
3496,2,1,2,1200.0,2.0,3.0,50.0,0,0,0,0,0,0,0,0,0,0
3497,2,1,1,705.0,1.0,2.0,36.5,0,0,0,0,0,0,0,0,0,0
3499,1,1,3,1584.01,3.0,1.0,103.0,0,0,0,0,0,0,0,0,0,0
3500,1,1,3,1340.0,3.0,3.0,77.0,0,0,0,0,0,0,0,0,0,0
3501,1,1,3,1800.0,3.0,2.0,70.0,0,0,0,0,0,0,0,0,0,0
3502,1,1,2,1200.0,2.0,3.0,45.0,0,0,0,0,0,0,0,0,0,0
3503,1,0,1,685.0,1.0,1.0,40.0,0,0,0,0,0,1,0,0,0,0
3504,1,1,2,925.0,2.0,3.0,42.0,0,0,0,0,0,0,0,0,0,0
3505,1,1,2,1230.0,2.0,2.0,57.0,0,0,0,0,0,0,0,0,0,0
3506,3,1,5,1200.0,5.0,1.0,185.0,0,0,0,0,0,0,0,0,0,0
3507,1,1,2,1125.0,2.0,1.0,52.0,0,0,0,0,0,0,0,0,0,0
3508,1,1,2,1100.0,2.0,1.0,54.0,0,1,0,0,0,0,0,0,0,0
3509,3,0,3,2400.0,3.0,2.0,149.0,0,0,0,0,0,0,0,0,0,0
3510,1,0,3,1400.0,2.0,2.0,41.58,0,0,0,0,0,0,0,0,0,0
3511,3,1,7,1200.0,7.0,2.0,225.0,0,0,0,0,0,0,0,1,0,0
3512,1,1,3,1858.0,3.0,1.0,98.3,0,0,0,0,0,0,0,0,0,0
3513,3,1,1,1260.0,1.0,1.0,41.0,0,0,0,0,0,0,0,0,0,0
3514,2,1,4,3530.0,4.0,2.0,290.0,0,0,0,0,0,0,0,0,0,0
3515,1,1,2,1185.0,2.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0
3516,3,1,2,1200.0,2.0,1.0,216.0,0,0,0,0,0,0,0,0,0,0
3517,1,1,2,1255.0,2.0,1.0,58.0,0,0,0,0,0,0,0,0,0,0
3519,2,1,3,1335.0,3.0,2.0,89.0,0,0,0,0,0,0,0,0,0,0
3520,1,1,3,1999.0,3.0,2.0,132.0,0,0,0,0,0,0,0,0,0,0
3521,3,1,2,1200.0,2.0,1.0,125.0,0,0,0,0,0,0,0,0,0,0
3522,1,1,3,1397.0,3.0,2.0,110.0,0,0,0,0,0,0,0,0,0,0
3523,3,1,10,1200.0,10.0,2.0,105.0,0,0,0,0,0,0,0,0,0,0
3524,1,1,4,3950.0,4.0,2.0,450.0,0,0,0,0,0,0,0,0,0,0
3525,3,1,2,1200.0,2.0,1.0,130.0,0,0,0,0,0,0,0,0,0,0
3526,3,1,3,1616.0,3.0,0.0,95.0,0,0,0,0,0,0,0,0,0,0
3527,3,1,8,1200.0,7.0,2.0,350.0,0,0,0,0,0,0,0,0,0,0
3528,2,1,4,1270.0,2.0,1.0,175.0,0,0,0,0,0,0,0,0,0,0
3529,1,1,2,1140.0,2.0,2.0,38.55,0,0,0,0,1,0,0,0,0,0
3530,1,0,1,525.0,1.0,1.0,30.0,0,0,1,0,0,0,0,0,0,0
3531,3,1,3,1200.0,2.0,1.0,98.0,0,0,0,0,0,0,0,0,0,0
3532,2,1,1,700.0,1.0,1.0,162.0,0,0,0,0,0,0,0,0,0,0
3533,1,0,2,1205.47,2.0,1.0,81.0,0,0,0,0,0,0,0,0,0,0
3534,3,1,3,1200.0,3.0,2.0,130.0,0,0,0,0,0,0,0,0,0,0
3535,1,1,3,1700.0,3.0,2.0,75.0,1,0,0,0,0,0,0,0,0,0
3536,3,1,5,750.0,4.0,0.0,62.0,0,0,0,0,0,0,1,0,0,0
3537,1,0,2,1090.0,2.0,1.0,54.54,0,0,1,0,0,0,0,0,0,0
3538,1,1,4,3600.0,5.0,2.0,220.0,0,0,0,0,0,0,0,0,0,0
3539,2,1,1,2400.0,1.0,0.0,650.0,0,0,0,0,0,0,0,0,0,0
3540,1,0,1,923.0,1.0,1.0,60.84,0,0,0,0,0,0,1,0,0,0
3542,1,1,2,1050.0,2.0,2.0,48.0,0,0,0,0,0,0,0,0,0,0
3543,1,1,2,1495.0,2.0,2.0,79.5,0,0,0,0,0,0,0,0,1,0
3544,1,0,3,1664.0,2.0,2.0,93.865,0,0,0,0,0,0,0,0,0,0
3545,2,1,3,1485.0,3.0,2.0,85.0,0,0,0,0,0,0,0,0,0,0
3546,1,0,3,1033.0,2.0,2.0,31.5,0,0,0,0,0,0,0,0,0,0
3547,1,1,3,1400.0,2.0,1.0,48.0,1,0,0,0,0,0,0,0,0,0
3548,2,1,1,500.0,1.0,0.0,70.0,0,0,0,0,0,0,0,0,0,0
3549,1,1,2,944.0,2.0,1.0,35.0,0,0,0,0,0,1,0,0,0,0
3550,2,1,5,3250.0,5.0,0.0,290.0,0,0,0,0,0,0,0,0,1,0
3551,1,0,2,1216.0,2.0,1.0,66.48,0,0,0,0,0,0,0,0,1,0
3552,1,1,2,1100.0,2.0,1.0,39.5,0,0,0,0,0,0,0,0,0,0
3553,1,1,3,1743.0,3.0,2.0,93.25,0,0,0,0,0,0,1,0,0,0
3554,1,1,2,1274.0,2.0,2.0,48.42,0,0,0,0,0,0,0,0,0,1
3555,1,1,3,2500.0,3.0,2.0,425.0,0,0,0,0,0,0,0,0,0,0
3556,1,1,3,1512.0,2.0,2.0,110.0,0,0,0,0,0,0,0,0,0,0
3557,1,1,4,3100.0,5.0,1.0,385.0,0,0,0,0,0,0,0,0,0,0
3558,1,1,3,1650.0,3.0,3.0,100.0,0,0,0,0,0,0,0,0,0,0
3559,2,1,3,1875.0,3.0,1.0,55.0,0,0,0,0,0,0,0,0,0,0
3560,2,1,3,1350.0,3.0,2.0,54.0,0,0,0,0,0,0,0,0,1,0
3561,1,1,2,1219.0,2.0,2.0,40.0,0,0,0,0,0,0,0,0,0,0
3562,3,1,4,1200.0,4.0,1.0,150.0,0,0,0,0,0,0,0,0,0,0
3563,3,1,3,2400.0,3.0,3.0,85.0,0,0,0,0,0,0,0,0,0,0
3564,1,1,2,1141.0,2.0,1.0,44.4,0,0,0,0,0,0,0,0,0,0
3565,1,1,2,1151.0,2.0,1.0,43.1,0,0,0,0,0,0,0,0,0,0
3566,3,1,3,832.0,3.0,1.0,77.0,0,0,0,0,0,0,0,0,0,0
3567,1,1,2,915.0,2.0,1.0,38.0,0,0,0,0,0,1,0,0,0,0
3568,3,1,3,3259.0,3.0,0.0,270.0,0,0,0,0,0,0,0,0,0,0
3569,1,0,2,1115.0,2.0,1.0,65.12,0,0,0,0,0,0,0,0,0,0
3570,1,1,3,2072.0,4.0,2.0,139.0,0,0,0,0,0,0,0,0,0,0
3571,1,1,2,1200.0,2.0,2.0,53.0,0,0,0,0,0,0,0,0,0,0
3572,1,1,2,1300.0,2.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
3573,1,1,2,1457.0,2.0,2.0,85.0,0,0,0,0,0,0,0,0,0,0
3574,1,1,2,1262.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0
3575,3,1,4,1196.0,3.0,1.0,150.0,0,0,0,0,0,0,0,0,0,0
3576,1,0,2,900.0,2.0,2.0,22.5,0,0,0,0,0,0,0,0,0,0
3577,2,1,1,420.0,1.0,1.0,17.0,0,0,0,0,0,0,0,0,0,0
3578,1,1,2,1160.0,2.0,1.0,46.39,0,0,0,0,0,0,0,0,0,0
3579,1,1,2,1115.0,2.0,2.0,50.0,0,0,0,0,0,0,0,0,0,0
3580,2,1,3,1315.0,2.0,1.0,85.4,0,0,0,0,0,0,0,0,0,0
3581,2,1,2,1500.0,2.0,2.0,57.0,0,0,0,0,0,0,0,0,0,0
3582,1,1,2,1127.0,2.0,1.0,68.0,0,0,0,0,0,0,0,0,0,0
3583,1,0,3,1397.0,3.0,2.0,104.0,0,0,0,0,0,0,0,0,0,0
3584,2,0,2,1173.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,1,0
3585,1,1,2,1090.0,2.0,2.0,28.0,0,0,0,0,0,0,0,0,0,0
3587,1,0,2,1230.0,2.0,1.0,76.0,0,0,0,0,0,0,0,0,0,0
3588,1,1,4,3200.0,3.0,3.0,190.0,0,0,0,0,0,0,0,0,0,0
3589,1,0,2,858.0,2.0,1.0,31.57,0,0,0,0,0,1,0,0,0,0
3590,1,0,3,1868.0,3.0,1.0,121.0,0,0,0,0,0,0,0,0,0,0
3591,1,1,3,1689.28,3.0,2.0,91.2,0,0,0,0,0,0,0,1,0,0
3592,2,1,4,600.0,3.0,2.0,73.0,0,0,0,0,0,0,0,0,0,0
3593,1,1,3,1425.0,3.0,3.0,49.88,0,0,0,0,0,0,0,0,0,0
3594,3,1,6,1200.0,6.0,2.0,170.0,0,0,0,0,0,0,0,0,0,0
3595,3,1,2,1350.0,2.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0
3596,2,1,6,4200.0,6.0,0.0,180.0,0,0,0,0,0,0,0,0,0,0
3597,1,1,3,1310.0,2.0,1.0,85.0,0,0,0,0,0,0,0,1,0,0
3598,1,0,4,3185.0,2.0,2.0,175.0,0,0,0,0,0,0,0,0,0,0
3599,1,1,2,970.0,2.0,1.0,40.0,0,0,0,0,0,0,0,0,0,0
3600,1,0,3,1397.0,3.0,3.0,108.0,0,0,0,0,0,0,0,0,0,0
3601,1,0,2,1157.0,2.0,1.0,40.0,0,0,0,0,0,0,0,0,0,0
3602,1,1,2,1125.0,2.0,1.0,61.2,0,0,0,0,0,0,0,0,0,0
3603,1,1,2,1157.0,2.0,1.0,42.0,0,0,0,0,0,0,0,0,0,0
3604,1,1,2,1241.0,2.0,1.0,82.0,0,0,0,0,0,1,0,0,0,0
3605,1,0,1,660.0,1.0,1.0,62.0,0,0,0,0,0,0,0,0,0,0
3606,2,1,4,4000.0,4.0,3.0,220.0,0,0,0,1,0,0,0,0,0,0
3607,1,1,4,2340.0,4.0,1.0,148.0,0,0,0,0,0,0,0,0,0,0
3608,2,1,1,596.0,1.0,1.0,42.0,0,0,0,0,0,0,0,0,0,0
3609,1,1,16,10000.0,16.0,2.0,550.0,0,0,0,0,0,0,0,0,0,0
3610,3,1,4,1200.0,4.0,3.0,110.0,0,0,0,0,0,0,0,0,0,0
3611,1,1,3,1910.0,3.0,1.0,190.0,0,0,0,0,0,0,0,0,0,0
3612,1,1,2,1139.0,2.0,2.0,80.0,0,0,0,0,0,0,0,0,0,0
3613,1,1,4,3122.0,5.0,2.0,225.0,0,0,0,0,0,0,0,0,0,0
3614,1,0,2,1033.0,2.0,2.0,28.41,0,0,0,0,0,0,0,0,0,0
3615,1,1,2,1168.0,2.0,2.0,64.08,0,0,0,0,0,0,0,0,0,0
3616,1,1,2,877.0,2.0,3.0,42.0,0,0,0,0,0,0,0,0,0,0
3617,2,0,2,1340.0,2.0,2.0,75.0,0,0,0,0,0,0,0,0,0,0
3618,2,1,3,1405.0,2.0,2.0,70.0,0,0,0,0,0,0,0,0,0,0
3619,1,1,3,1800.0,3.0,3.0,65.0,0,0,0,0,0,0,0,0,0,0
3620,2,1,3,1750.0,3.0,3.0,149.0,0,0,0,0,0,0,0,0,0,0
3621,1,1,3,1360.0,2.0,1.0,65.0,0,0,0,0,0,0,0,0,0,0
3622,3,1,3,675.0,2.0,0.0,148.0,0,0,0,0,0,0,0,0,0,0
3623,1,0,2,985.0,2.0,1.0,63.0,0,0,0,0,0,0,0,0,0,0
3624,1,0,2,1300.0,2.0,1.0,129.0,0,0,0,0,0,0,0,0,0,0
3625,1,1,3,1850.0,3.0,2.0,150.0,0,0,0,0,0,0,0,0,0,0
3626,1,1,3,1490.0,2.0,3.0,88.0,0,0,0,0,0,0,0,0,0,0
3627,1,1,2,620.0,1.0,1.0,25.0,0,0,0,0,0,0,0,0,0,0
3628,1,0,2,1130.0,2.0,1.0,42.3,0,0,0,0,0,0,0,0,0,0
3629,1,1,2,1080.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0
3630,2,1,4,3126.0,4.0,2.0,120.0,0,0,0,0,0,0,0,0,0,0
3631,1,1,3,1410.0,2.0,3.0,52.17,0,0,0,0,0,0,0,0,0,0
3632,1,1,3,1375.0,3.0,2.0,59.0,0,0,0,0,0,0,0,0,0,0
3633,1,1,3,1290.0,2.0,1.0,94.5,0,0,0,0,0,0,0,0,0,0
3634,1,0,3,1318.0,2.0,1.0,85.28,0,0,0,0,0,0,0,0,0,0
3635,1,1,2,1128.0,2.0,1.0,68.0,1,0,0,0,0,0,0,0,0,0
3636,3,1,4,4428.0,4.0,2.0,255.0,0,0,0,0,0,0,0,0,0,0
3637,1,0,2,1051.0,2.0,2.0,56.74,0,0,1,0,0,0,0,0,0,0
3639,3,1,4,2400.0,4.0,1.0,130.0,0,0,0,0,0,0,0,0,0,0
3640,1,1,2,1327.0,2.0,3.0,85.0,0,0,0,0,0,0,0,0,0,1
3642,1,1,2,1301.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0
3643,1,1,1,650.0,1.0,0.0,30.0,0,0,0,0,0,0,0,0,0,0
3644,3,0,3,1200.0,3.0,1.0,67.75,0,0,0,0,0,0,0,0,0,0
3645,1,1,3,1500.0,2.0,2.0,89.99,0,0,0,0,0,0,0,0,0,0
3647,3,1,4,1350.0,4.0,2.0,145.0,0,0,0,0,0,0,0,0,0,0
3648,2,0,2,1000.0,2.0,1.0,28.88,0,0,0,0,0,0,0,0,0,0
3649,1,0,2,984.0,2.0,1.0,45.91,0,0,0,0,0,1,0,0,0,0
3650,1,0,3,1819.18,3.0,1.0,160.0,0,0,0,0,0,0,0,0,0,0
3651,2,1,1,900.0,1.0,0.0,175.0,0,0,0,0,0,0,0,0,0,0
3652,1,0,3,1355.0,3.0,1.0,83.87,0,1,0,0,0,0,0,0,0,0
3653,1,1,3,2145.0,4.0,1.0,270.0,0,0,0,0,0,0,0,0,0,0
3654,1,1,3,2475.0,4.0,3.0,300.0,0,0,0,0,0,0,0,0,0,0
3655,1,0,2,1118.0,2.0,0.0,30.0,0,0,0,0,0,0,0,0,0,0
3656,1,1,1,910.0,1.0,1.0,42.0,0,0,0,0,0,0,0,0,0,0
3657,1,0,3,1250.0,3.0,2.0,39.0,0,0,0,0,0,0,0,0,0,0
3658,1,0,2,1304.0,2.0,3.0,100.0,0,0,0,0,0,0,0,0,0,0
3659,1,1,3,1615.0,3.0,2.0,58.0,0,0,0,0,0,0,0,0,0,0
3660,1,1,2,1400.0,2.0,2.0,68.0,0,0,0,0,0,1,0,0,0,0
3661,1,1,2,1070.0,2.0,2.0,47.5,0,0,0,0,0,0,0,0,0,0
3662,1,0,3,3500.0,3.0,3.0,395.0,0,1,0,0,0,0,0,0,0,0
3663,1,0,2,1132.0,2.0,1.0,89.37,0,0,0,0,0,0,0,0,0,0
3664,1,1,3,2000.0,3.0,2.0,85.0,0,0,0,0,0,0,0,0,0,0
3665,3,1,7,2400.0,5.0,1.0,550.0,0,1,0,0,0,0,0,0,0,0
3666,1,1,1,794.0,1.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
3667,1,1,2,1090.0,2.0,2.0,43.59,0,0,0,0,1,0,0,0,0,0
3668,1,1,3,1500.0,3.0,2.0,70.0,0,0,0,0,0,0,0,0,0,0
3669,1,1,3,2059.0,3.0,2.0,225.0,0,0,0,0,0,0,0,0,0,0
3670,1,0,1,525.0,1.0,1.0,30.0,0,0,1,0,0,0,0,0,0,0
3671,1,0,2,1447.0,2.0,1.0,75.97,0,0,0,0,0,0,0,0,0,0
3672,1,0,2,1269.0,2.0,1.0,75.0,0,0,0,0,0,0,0,0,1,0
3673,3,0,4,4800.0,4.0,0.0,700.0,0,0,0,0,0,0,0,0,0,0
3674,1,1,2,1070.0,2.0,2.0,37.45,0,0,1,0,0,0,0,0,0,0
3675,1,1,2,1150.0,2.0,0.0,28.0,0,0,0,0,0,0,0,0,0,0
3676,1,1,2,1208.0,2.0,2.0,70.0,0,0,0,1,0,0,0,0,0,0
3677,1,1,2,1185.0,2.0,1.0,45.5,0,0,0,0,0,0,0,0,0,0
3678,3,1,3,1200.0,3.0,1.0,130.0,0,0,0,0,0,0,0,0,0,0
3679,1,1,2,888.0,2.0,1.0,34.0,0,0,0,0,0,0,0,0,0,0
3680,1,0,2,1015.0,2.0,2.0,25.88,0,0,0,0,0,0,0,0,0,0
3681,2,1,1,532.0,1.0,1.0,22.49,0,0,0,0,0,0,0,0,0,0
3682,1,1,3,1060.0,3.0,1.0,62.0,0,0,0,0,0,0,0,0,0,0
3683,2,1,1,700.0,1.0,1.0,35.0,1,0,0,0,0,0,0,0,0,0
